"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.5.T2C";"glmnet_sign.ext.5.T2HW";"glmnet_sign.ext.10.T2C";"glmnet_sign.ext.10.T2HW";"CAU_T2C_1";"CAU_T2C_2";"CAU_T2C_3";"CAU_T2HW_1";"CAU_T2HW_2";"CAU_T2HW_3"
"OTU11";"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;__";0;0;0;0;0;0,0133206781436146;0,0109000875630303;0,0121198434206564;0,00697904688897406;0,00919361478296666;0,0163856847086661
"OTU12";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2;__";0;0;0;0;0;0,0261504222033122;0,0215284277906942;0,0259334537789822;0,0302159192538648;0,0253396148744454;0,0276249630286897
"OTU13";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__uncultured;__";0;0;0;0;0;0,0384892321790928;0,0251517255955796;0,0154320987654321;0,0232847834419318;0,0343045327722636;0,0242137434684019
"OTU14";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfosarcina;__";0;0;0;0;0;0,0294233160960922;0,0182674597662973;0,0204004817825956;0,026862143860994;0,0343274024607785;0,0200138026224983
"OTU15";"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__uncultured;s__uncultured_bacterium";0;0;0;0;0;0,0017019048242456;0,00338174461789305;0,00383920505871725;0,00301839785358375;0,00228696885148424;0,00212954747116238
"OTU16";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;__;__";0;0;0;0;0;0,0519408260784185;0,0569461638334491;0,0688422161999398;0,0618851411779737;0,0602616292366098;0,0522330671398994
"OTU17";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22;__";0;0;0;0;0;0,0037310990377692;0,00452912225610677;0,0022583559168925;0,00167688769643542;0,00439098019484975;0,00349009168884945
"OTU18";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__uncultured;s__uncultured_sediment";0;0;0;0;1;0,00988413955619559;0,00881669132522117;0,00587172538392051;0,0052223073974703;0,0081416091112839;0,00912944888100168
"OTU19";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;__";0;0;0;0;0;0,0189173267002684;0,0252423080407017;0,024390243902439;0,0187971125590903;0,0203311530896949;0,0223010943507838
"OTU20";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__uncultured_bacterium";0;0;0;0;0;0,00445113569418079;0,00259669676016788;0,00293586269196025;0,00261913887824198;0,00352193203128573;0,00437740313516711
"OTU21";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__uncultured_bacterium";0;0;0;0;0;0,0010800549846174;0,000603882967480902;0,000903342366757001;0,000894340104765555;0,00121209349128665;0,00090702947845805
"OTU22";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatitalea;s__uncultured_Desulfobacteraceae";0;0;0;0;0;0,0136806964718204;0,0344213291464114;0,0536735922914785;0,0437907244154849;0,0248364817271189;0,0148871142659963
"OTU23";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;__";0;0;0;0;0;0,00886954244943379;0,00872610888009904;0,0112165010538994;0,00953430433116136;0,01161780176554;0,00757172434191068
"OTU24";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__";0;0;0;0;0;0,00723309550304379;0,0067634892357861;0,00986148750376393;0,00983774115242111;0,00612907652197777;0,0102336586808636
"OTU25";"d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeia;f__Heimdallarchaeia;g__Heimdallarchaeia;s__uncultured_archaeon";0;0;0;0;0;0,0016037180074622;0,00238533772154956;0,0038768443239988;0,00217196882585921;0,00182957508118739;0,00352952775313024
"OTU26";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__uncultured_organism";0;0;0;0;0;0,0039602016102638;0,00531417011383194;0,00609756097560976;0,00742621694135684;0,00498559209623565;0,0043971211673075
"OTU27";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Aureitalea_sp.";0;0;0;0;0;0,0016037180074622;0,0012077659349618;0,000602228244504667;0,000990162258847579;0,000548872524356218;0,00118308192842354
"OTU28";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus_Thiobios;s__uncultured_sediment";0;1;0;1;0;0,0027492308699352;0,0024759201666717;0,00210779885576634;0,00223585026191389;0,00290445044138499;0,00418022281376319
"OTU29";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Milano-WF1B-44;f__Milano-WF1B-44;g__Milano-WF1B-44;s__uncultured_gamma";0;0;0;0;0;0,0036983700988414;0,00380446269512968;0,00150557061126167;0,0017407691324901;0,00217262040891003;0,00295770482105886
"OTU30";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36;g__PHOS-HE36;s__uncultured_bacterium";0;0;0;0;0;0,00566210643450939;0,00347232706301519;0,0038768443239988;0,00515842596141561;0,00633490371861135;0,00317460317460317
"OTU31";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__;__;__";0;0;0;0;0;0,0033383517706356;0,00238533772154956;0,00188196326407709;0,00129359908010732;0,00189818414673192;0,00321403923888396
"OTU32";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__uncultured;__";0;0;0;0;0;0,00559664855665379;0,0068238775325342;0,00978620897320084;0,00699501724798773;0,00667794904633399;0,00865621610963226
"OTU33";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22;s__uncultured_Bacteroidetes";0;0;0;0;0;0,00749492701446619;0,00567649989432048;0,00782896717856067;0,00643605468250926;0,00901065727484792;0,00652666863846988
"OTU34";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;__";0;0;0;0;0;0,0012764286181842;0,00114737763821371;0,000940981632038543;0,00076657723265619;0,000891917852078855;0,00189293108547767
"OTU35";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__LCP-80;s__uncultured_delta";0;0;0;0;0;0,00490934083916999;0,00440834566261059;0,00542005420054201;0,00335377539287083;0,00391071673603806;0,00536330474218673
"OTU36";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;__";0;0;0;0;0;0,00870589775479479;0,00631057701017543;0,00391448358928034;0,00475916698607385;0,00507707085029502;0,00847875382036873
"OTU37";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade;__";0;0;0;0;0;0,0020619231524514;0,00144931912195417;0,000940981632038543;0,00118180656701163;0,000891917852078855;0,00165631469979296
"OTU38";"Unassigned;__;__;__;__;__;__";1;1;0;1;0;0,0001963736335668;0,000513300522358767;0,000865703101475459;0,00103807333588859;0,0013493116223757;0,00145913437838904
"OTU39";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;s__uncultured_Bacteroidetes";0;0;0;0;0;0,00523663022844799;0,00320057972764878;0,00636103583258055;0,00514245560240194;0,00644925216118556;0,00506753426008084
"OTU40";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__uncultured_bacterium";0;0;0;0;0;0,0018655495188846;0,00184184305081675;0,00173140620295092;0,00317810144372045;0,00224122947445456;0,00248447204968944
"OTU41";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28;__";0;0;0;0;0;0,00576029325129279;0,00398562758537395;0,00229599518217404;0,00269899067331034;0,00397932580158258;0,00477176377797496
"OTU42";"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;__";0;0;0;0;0;0,0018328205799568;0,00132854252845798;0,00124209575429088;0,00113389548997061;0,00132644193386086;0,00175490486049492
"OTU43";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thioalkalivibrio";0;0;1;0;1;0,0028146887477908;0,00217397868293125;0,00143029208069858;0,00103807333588859;0,00105200567168275;0,00205067534260081
"OTU44";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__SEEP-SRB1;__";0;0;0;0;0;0,00595666688485959;0,0092394094024578;0,00880758807588076;0,00785741663472595;0,00628916434158167;0,00749285221334911
"OTU45";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__;__";0;0;0;0;0;0,0115860443804412;0,0173314411667019;0,00952273411623005;0,0162578254759167;0,0158944335178155;0,0131322094055013
"OTU46";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;__";0;0;0;1;0;0,000589120900700399;0,000634077115854947;0,000715146040349292;0,00116583620799796;0,00128070255683118;0,000887311446317658
"OTU47";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;s__uncultured_euryarchaeote";0;0;0;0;0;0,0010145971067618;0,00166067816057248;0,00474254742547425;0,00217196882585921;0,00651786122673009;0,00122251799270433
"OTU48";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__;__";0;0;0;0;0;0,0003927472671336;0,000513300522358767;0,00899578440228847;0,00196435415868149;0,000388784704752321;0,000552104899930987
"OTU49";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;s__Candidatus_Thiodiazotropha";0;0;0;0;0;0,002781959808863;0,00256650261179383;0,00240891297801867;0,00153315446531238;0,00352193203128573;0,0028591146603569
"OTU50";"d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;__";0;0;0;0;0;0,0035019964652746;0,00458951055285486;0,00474254742547425;0,00432796729270474;0,00395645611306774;0,00475204574583457
"OTU51";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2;s__uncultured_Bacteroidetes/Chlorobi";0;0;0;0;0;0,001472802251751;0,00123796008333585;0,00131737428485396;0,00103807333588859;0,00185244476970224;0,00139998028196786
"OTU52";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;__";0;1;0;1;0;0,00684034823591019;0,00347232706301519;0,00353809093646492;0,00811294237894468;0,00665507935781915;0,00707877353840087
"OTU53";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;__";0;0;0;0;0;0,003600183282058;0,00208339623780911;0,00176904546823246;0,00169285805544909;0,00169235695009834;0,00252390811397023
"OTU54";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;__";0;0;0;0;0;0,000850952412122799;0,000754853709351128;0,00109153869316471;0,000606873642519484;0,000457393770296849;0,000985901607019619
"OTU55";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_bacterium";0;0;0;0;0;0,0024873993585128;0,00289863824390833;0,00199488105992171;0,00215599846684553;0,00400219549009742;0,0036281179138322
"OTU56";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__uncultured;__";0;0;1;0;0;0,00526935916737579;0,00326096802439687;0,00338753387533875;0,00284272390443337;0,00338471390019668;0,00378586217095534
"OTU57";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;__";0;1;0;1;0;0,0012436996792564;0,000905824451221353;0,000602228244504667;0,000782547591669861;0,00123496317980149;0,00216898353544316
"OTU58";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fulvivirga;s__uncultured_Bacteroidetes";0;0;0;0;0;0,0021928389081626;0,000603882967480902;0,000677506775067751;0,000814488309697202;0,000640351278415588;0,00116336389628315
"OTU59";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__bacterium_enrichment";0;0;0;0;0;0,000818223473194999;0,00102660104471753;0,000865703101475459;0,00107001405391593;0,000983396606138224;0,000729567189194518
"OTU60";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;s__uncultured_bacterium";0;0;0;0;0;0,00546573280094259;0,0052235876687098;0,0043285155073773;0,00421617477960905;0,00706673375108631;0,00508725229222124
"OTU61";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;__";0;1;0;1;0;0,00608758264057079;0,00437815151423654;0,00297350195724179;0,00474319662706018;0,00674655811187852;0,00709849157054126
"OTU62";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__";0;1;0;0;0;0,00972049486155659;0,00658232434554183;0,00368864799759109;0,00702695796601508;0,00567168275168092;0,0111012520950409
"OTU63";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;__";0;0;0;0;0;0,000556391961772599;0,000573688819106857;0,000338753387533875;0,000558962565478472;0,000434524081782006;0,000729567189194518
"OTU64";"d__Eukaryota;__;__;__;__;__;__";0;0;0;0;0;0;0;0;0;0;0
"OTU65";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;__";0;0;0;0;0;0,0033710807095634;0,00416679247561823;0,00297350195724179;0,00325795323878881;0,00548872524356218;0,00350980972098985
"OTU66";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;s__uncultured_sediment";0;0;0;0;0;0,0021928389081626;0,000815242006099218;0,000639867509786209;0,000383288616328095;0,000526002835841376;0,00128167208912551
"OTU67";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;__";0;0;0;0;0;0,0015709890685344;0,00371388025000755;0,0013550135501355;0,00075060687364252;0,000823308786534327;0,00203095731046042
"OTU68";"d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_archaeon";0;0;0;0;0;0,001800091641029;0,00329116217277092;0,0040650406504065;0,00359333077807589;0,00123496317980149;0,00325347530316474
"OTU69";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;__;__";0;0;0;0;0;0,002781959808863;0,0018720371991908;0,00101626016260163;0,00212405774881819;0,0022640991629694;0,00185349502119688
"OTU70";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;__;__;__";0;0;0;0;0;0,00504025659488119;0,0122890183882364;0,00854411321890997;0,00926280822792896;0,00848465443900654;0,00705905550626048
"OTU71";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;__";0;0;0;0;0;0,0010473260456896;0,000483106373984722;0,000715146040349292;0,000558962565478472;0,000708960343960115;0,00141969831410825
"OTU72";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calorithrix;s__uncultured_bacterium";0;0;0;0;0;0,0013746154349676;0,00208339623780911;0,00105389942788317;0,000926280822792896;0,00205827196633582;0,00128167208912551
"OTU73";"d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26;__";0;0;0;0;0;0,000752765595339399;0,00208339623780911;0,00169376693766938;0,000894340104765555;0,00141792068792023;0,00143941634624864
"OTU74";"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured;__";0;0;0;1;0;0,000720036656411599;0,000271747335366406;0,0013550135501355;0,000878369745751885;0,00084617847504917;0,000690131124913734
"OTU75";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__ADurb.Bin120;s__uncultured_bacterium";0;0;0;0;0;0,0002945604503502;0,00117757178658776;0,0013550135501355;0,000734636514628849;0,000343045327722636;0,0010450557034408
"OTU76";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;__";0;0;0;0;0;0,0161680958303332;0,0182372656179232;0,0298855766335441;0,0246103232400664;0,023807345743951;0,0164054027408065
"OTU77";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thermoplasmatales";0;0;0;0;0;0,000490934083916999;0,000603882967480902;0,00146793134598013;0,00143733231123036;0,00109774504871244;0,000591540964211772
"OTU78";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;__";0;0;0;0;0;0,0015382601296066;0,00244572601829765;0,001806684733514;0,00221987990290022;0,00160087819603897;0,001557724539091
"OTU79";"d__Bacteria;p__Acidobacteriota;c__Subgroup_21;o__Subgroup_21;f__Subgroup_21;g__Subgroup_21;s__uncultured_bacterium";0;0;0;0;0;0,0038620147934804;0,00552552915245026;0,00398976211984342;0,0036412418551169;0,0054429858665325;0,00410135068520162
"OTU80";"d__Bacteria;__;__;__;__;__;__";0;0;0;0;0;0,0128624729986254;0,0138591141036867;0,0186690755796447;0,0142455602401942;0,0139962493710836;0,0131322094055013
"OTU81";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_bacterium";0;0;0;0;0;0,0024873993585128;0,00250611431504574;0,00301114122252334;0,00260316851922831;0,00205827196633582;0,00216898353544316
"OTU82";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_delta";0;0;0;0;0;0,0012436996792564;0,00144931912195417;0,00143029208069858;0,00204420595374984;0,00118922380277181;0,000867593414177265
"OTU83";"d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B);__";0;0;0;0;0;0,00445113569418079;0,00422718077236632;0,00380156579343571;0,00594097355308547;0,0066322096693043;0,00402247855664005
"OTU84";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_bacterium";0;0;0;0;0;0,0020946520913792;0,00262689090854192;0,00233363444745559;0,00198032451769516;0,00203540227782098;0,00299714088533964
"OTU85";"d__Bacteria;p__Chloroflexi;__;__;__;__;__";0;0;0;0;0;0;0,0000301941483740451;0,0000376392652815417;0,0000159703590136706;0,0000228696885148424;0,0000985901607019619
"OTU86";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured;__";0;0;0;0;0;0,0024219414806572;0,00178145475406866;0,00210779885576634;0,00274690175035135;0,003773498604949;0,00149857044266982
"OTU87";"d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;__";0;0;0;0;0;0,0018655495188846;0,0061596062683052;0,00376392652815417;0,00301839785358375;0,00237844760554361;0,00483091787439614
"OTU88";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2;__";0;0;0;0;0;0,0022582967860182;0,00138893082520608;0,00112917795844625;0,00351347898300754;0,00230983853999909;0,00149857044266982
"OTU89";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_Spirochaetaceae";0;0;0;0;0;0,001963736335668;0,00105679519309158;0,00282294489611563;0,00188450236361313;0,00233270822851393;0,000926747510598442
"OTU90";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__;__";0;0;0;0;0;0,011782418014008;0,01201727105287;0,0111035832580548;0,016241855116903;0,0198737593193981;0,0103716849058464
"OTU91";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__SB-5;__";0;0;0;0;0;0,0017673627021012;0,00208339623780911;0,00214543812104788;0,00143733231123036;0,00214975072039519;0,00230700976042591
"OTU92";"d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade);g__Marinimicrobia_(SAR406_clade);s__uncultured_bacterium";0;0;0;0;0;0,0012109707403286;0,00102660104471753;0,00289822342667871;0,00285869426344704;0,00084617847504917;0,00159716060337178
"OTU93";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiogranum;__";0;0;0;0;0;0,0014400733128232;0,00126815423170989;0,0013550135501355;0,00110195477194327;0,000708960343960115;0,001557724539091
"OTU94";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_bacterium";0;0;0;0;0;0,0019964652745958;0,0030798031341526;0,002710027100271;0,00305033857161109;0,00196679321227645;0,00179434092477571
"OTU95";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_bacterium";0;0;0;0;0;0,0016691758853178;0,00232494942480147;0,0047801866907558;0,00250734636514629;0,00203540227782098;0,00244503598540866
"OTU96";"d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_eukaryote";0;0;0;0;0;0,000490934083916999;0,00144931912195417;0,000828063836193917;0,000638814360546825;0,000503133147326533;0,000926747510598442
"OTU97";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Moranbacteria;f__Candidatus_Moranbacteria;g__Candidatus_Moranbacteria;s__uncultured_bacterium";0;0;0;0;0;0,0002618315114224;0,00012077659349618;0,00176904546823246;0,00142136195221669;0,000137218131089055;0,000216898353544316
"OTU98";"d__Bacteria;p__Acetothermia;c__Acetothermiia;o__Acetothermiia;f__Acetothermiia;g__Acetothermiia;__";0;0;0;0;0;0,000818223473194999;0,000664271264228992;0,00146793134598013;0,00158106554235339;0,00084617847504917;0,000335206546386671
"OTU99";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__uncultured;__";0;0;0;0;0;0,000490934083916999;0,00102660104471753;0,00139265281541704;0,000143733231123036;0,000388784704752321;0,00120279996056394
