"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.3.T0";"glmnet_sign.ext.3.T1";"glmnet_sign.ext.5.T0";"glmnet_sign.ext.5.T1";"glmnet_sign.ext.10.T0";"glmnet_sign.ext.10.T1";"Aldex.kw.noadjust.0.05";"CYM_T0_1";"CYM_T0_2";"CYM_T0_3";"CYM_T1_1";"CYM_T1_2";"CYM_T1_3"
"OTU23";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;__";0;1;0;0;0;0;0;0;0,00243594686481371;0,0028694033709027;0,00371799865443858;0,00358706183902201;0,00254305672157604;0,00623113384814945
"OTU24";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__";0;1;0;1;0;1;0;0;0,00122673583120115;0,0020938889463344;0,001735066038738;0,00230891336764635;0,0042384278692934;0,00368533986349695
"OTU25";"d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeia;f__Heimdallarchaeia;g__Heimdallarchaeia;s__uncultured_archaeon";0;0;0;0;0;0;0;0;0,000806140689075041;0,000232654327370489;0,000708190219893063;0,00112696961992262;0,00053795430648724;0,00221847761519718
"OTU26";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__uncultured_organism";0;0;0;0;0;1;0;0;0,00150713259261856;0,000672112501292524;0,00129244715130484;0,00210276038839221;0,00106775779014892;0,00377019966298537
"OTU27";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Aureitalea_sp.";0;0;0;0;0;0;0;0;0,005485261645228;0,00369661875710888;0,00331078927800007;0,00379321481827615;0,00436069021167687;0,00145473941980143
"OTU28";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus_Thiobios;s__uncultured_sediment";0;0;0;0;0;0;0;0;0,00166485577091585;0,00201633750387757;0,00240784674763641;0,00211650392034249;0,00229853203680912;0,00237607438567567
"OTU29";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Milano-WF1B-44;f__Milano-WF1B-44;g__Milano-WF1B-44;s__uncultured_gamma";0;0;0;0;0;0;0;0;0,00269881882864253;0,0020938889463344;0,00262030381360433;0,00189660740913807;0,00194804665530985;0,00109105456485107
"OTU30";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36;g__PHOS-HE36;s__uncultured_bacterium";0;0;1;0;0;0;0;0;0,000595843118011987;0,000439458173922035;0,00061966644240643;0,000467280086309381;0,000309731267371441;0,000497035968432155
"OTU31";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__;__;__";0;0;1;0;0;0;0;0;0,00322456275630016;0,00343811394891945;0,00292128465705889;0,00210276038839221;0,00361081451172496;0,00174568730376171
"OTU32";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,00103396305772668;0,00188708509978286;0,00141638043978613;0,00112009785394749;0,00144269564012487;0,00184266993174848
"OTU33";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0;0,00150713259261856;0,00204218798469652;0,00292128465705889;0,00227455453777066;0,00198064994661211;0,00499460534131824
"OTU34";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;__";0;0;0;0;0;0;0;0;0,00480179453927307;0,0026884500051701;0,00316915123402146;0,00338778062574301;0,00324402748457457;0,00186691558874517
"OTU35";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__LCP-80;s__uncultured_delta";0;0;0;1;0;1;0;0;0,00024534716624023;0,000258504808189432;0,000177047554973266;0,00033671653278176;0,000260826330418056;0,000581895767920571
"OTU36";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;__";0;0;0;0;0;0;0;0;0,0271634362623112;0,0260831351463137;0,0272653234658829;0,0180108986208366;0,0280306796971154;0,0155172204778819
"OTU37";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade;__";0;0;1;0;0;0;0;0;0,00508219130069048;0,00532519904870231;0,00743599730887716;0,00454910907554132;0,00556701198986038;0,00386718229097213
"OTU38";"Unassigned;__;__;__;__;__;__";0;0;0;0;1;0;1;0;0,0113911184325821;0,0111932581946024;0,00771927339683439;0,00465905733114353;0,00353745710629488;0,00618264253415607
"OTU39";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0;0,000455644737303284;0,00072381346293041;0,000761304486385043;0,000735278959339761;0,000668367471696268;0,00156384487628654
"OTU40";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__uncultured_bacterium";0;0;0;1;0;1;0;0;0,000420595142126108;0,000232654327370489;0,000442618887433165;0,000687176597513795;0,000309731267371441;0,00109105456485107
"OTU41";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28;__";0;0;0;0;0;0;0;0;0,00481931933686166;0,00498914279805604;0,00455012216281293;0,00472090322491977;0,00455630995949041;0,00375807683448702
"OTU42";"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,00630892713189163;0,00930617309481956;0,0091887681031125;0,00725658486974568;0,00833829175055222;0,00798894398040951
"OTU43";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thioalkalivibrio";0;0;0;0;0;0;0;0;0,000963863867372332;0,000904766828663013;0,00116851386282355;0,001195687279674;0,000570557597789497;0,000933457794372583
"OTU44";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__SEEP-SRB1;__";0;1;0;0;0;1;0;0;0,00126178542637833;0,00134422500258505;0,00104458057434227;0,00227455453777066;0,000994400384718837;0,00246093418516408
"OTU45";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__;__";0;0;0;0;0;0;0;0;0,00203287652027619;0,00274015096680798;0,00223079919266315;0,00201342743071542;0,00301580444545877;0,00317618106656645
"OTU46";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;__";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000775514424568297;0,000177047554973266;0,000103076489627069;0,000130413165209028;0,000157596770478488
"OTU47";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;s__uncultured_euryarchaeote";0;1;0;1;0;1;0;0;0,000560793522834811;0,000413607693103092;0,000478028398427818;0,000446664788383967;0,000391239495627084;0,00151535356229315
"OTU48";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__;__";0;0;0;0;0;0;0;0;0,000613367915600575;0,000491159135559921;0,000300980843454552;0,000364203596682311;0,000391239495627084;0,000339439197953667
"OTU49";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;s__Candidatus_Thiodiazotropha";0;0;0;0;0;0;0;0;0,00369773229119204;0,00325716058318685;0,00343472256648136;0,00359393360499715;0,00378198179106181;0,00243668852816739
"OTU50";"d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;__";0;0;0;0;0;0;0;0;0,0010164382601381;0,000749663943749354;0,00143408519528345;0,00114758491784804;0,000717272408649653;0,00215786347270545
"OTU51";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2;s__uncultured_Bacteroidetes/Chlorobi";0;0;0;0;0;0;0;0;0,000858715081840805;0,00152517836831765;0,00143408519528345;0,00129189200332593;0,000603160889091754;0,00220635478669883
"OTU52";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;__";0;0;1;0;0;0;0;0;0,019557674108864;0,0221280115810154;0,0238306008994016;0,0253087140864331;0,0160652717891871;0,0214816520990678
"OTU53";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;__";0;1;0;0;0;0;0;0;0,00268129403105394;0,00354151587219522;0,00281505612407493;0,00268686049627894;0,00224962709985573;0,00240032004267236
"OTU54";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;__";0;0;0;0;1;0;1;0;0,00215555010339631;0,00299865577499742;0,00331078927800007;0,00193096623901376;0,00334183735848134;0,0024124428711707
"OTU55";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,000771091093897866;0,00118912211767139;0,00145178995078078;0,00152553204648063;0,00105960696732335;0,0019032840742402
"OTU56";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,00438119939714696;0,00439458173922035;0,00401897949789313;0,00419864901080929;0,00415691964103776;0,00294584732509789
"OTU57";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;__";0;0;0;0;0;1;0;0;0,00287406680452841;0,00292110433254059;0,00283276087957225;0,00373136892449991;0,00204585652921662;0,00463092048636788
"OTU58";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fulvivirga;s__uncultured_Bacteroidetes";0;0;0;0;1;0;0;0;0,000543268725246223;0,000749663943749354;0,000761304486385043;0,000597843639837002;0,000529803483661676;0,000581895767920571
"OTU59";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__bacterium_enrichment";0;0;0;0;0;0;0;0;0,000297921559005993;0,0000775514424568297;0,000300980843454552;0,000240511809129828;0,0000815082282556424;0,000448544654438774
"OTU60";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,00478426974168448;0,00579050770344328;0,00663928331149747;0,00511259388550264;0,00506981179750096;0,0066190643600965
"OTU61";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;__";0;0;0;1;0;1;0;0;0,0183134134800743;0,0120980250232654;0,0147834708402677;0,0266212213876844;0,020613430925852;0,0150323073379481
"OTU62";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__";0;0;0;0;0;0;0;0;0,0439872419473555;0,033709026987902;0,0363124535250168;0,0259821471519966;0,0416507046386333;0,0154808519923869
"OTU63";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;__";0;0;0;0;0;0;0;0;0,00157723178297291;0,00087891634784407;0,0013986756842888;0,0010857390240718;0,00141009234882261;0,000872843651880857
"OTU64";"d__Eukaryota;__;__;__;__;__;__";0;0;0;0;0;0;0;0;0,000192772773474466;0,000155102884913659;0,000300980843454552;0,000652817767638105;0,000187468924987978;0,0005091587969305
"OTU65";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;__";0;0;0;0;0;0;0;0;0,000823665486663629;0,00152517836831765;0,00127474239580751;0,0019378380049889;0,000676518294521832;0,00270339075513099
"OTU66";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;s__uncultured_sediment";0;0;0;0;0;0;0;1;0,00422347621884967;0,00811705097714818;0,0049927410502461;0,00426049490458553;0,00270607317808733;0,00290947883960286
"OTU67";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;__";0;0;0;0;0;0;0;0;0,00513476569345624;0,00274015096680798;0,00230161821465246;0,00281742404980656;0,00293429621720313;0,000884966480379202
"OTU68";"d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_archaeon";0;0;0;0;0;0;0;0;0,000683467105954926;0,000672112501292524;0,000548847420417124;0,00224019570789497;0,00021192139346467;0,00144261659130308
"OTU69";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;__;__";0;0;0;0;0;0;0;0;0,00189267813956749;0,00157687932995554;0,00194752310470592;0,00195158153693918;0,00180948266727526;0,00133351113481798
"OTU70";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;__;__;__";0;0;1;0;0;0;0;0;0,000613367915600575;0,00087891634784407;0,000832123508374349;0,000749022491290037;0,000994400384718837;0,00129714264932294
"OTU71";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;__";0;0;0;0;0;0;0;0;0,00474922014650731;0,00584220866508117;0,00455012216281293;0,00468654439504408;0,00361896533455052;0,00364897137800192
"OTU72";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calorithrix;s__uncultured_bacterium";0;0;1;0;0;0;0;0;0,00157723178297291;0,00168028125323131;0,00237243723664176;0,00255629694275132;0,00152420386838051;0,00429148128841421
"OTU73";"d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26;__";0;0;0;0;0;0;0;0;0,000210297571063054;0,000310205769827319;0,000318685598951878;0,000206152979254139;0,0000733574054300782;0,000436421825940428
"OTU74";"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,000385545546948933;0,0009564677903009;0,000371799865443858;0,000103076489627069;0,00103515449884666;0,000133351113481798
"OTU75";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__ADurb.Bin120;s__uncultured_bacterium";0;1;0;0;0;1;0;0;0,000157723178297291;0,0000775514424568297;0,0000177047554973266;0,00026799887303038;0,0000652065826045139;0,000109105456485107
"OTU76";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;__";0;0;0;0;0;0;0;0;0,0213276786653114;0,0151742322407197;0,0243263340533267;0,0182926410258172;0,0257892034200853;0,0369625040914546
"OTU77";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thermoplasmatales";0;0;1;0;0;0;0;0;0,000192772773474466;0,000129252404094716;0,000389504620941185;0,000213024745229276;0,000179318102162413;0,000545527282425536
"OTU78";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;__";0;0;0;0;0;0;0;0;0,0011566366408468;0,000491159135559921;0,00104458057434227;0,00219896511204414;0,000603160889091754;0,0013941252773097
"OTU79";"d__Bacteria;p__Acidobacteriota;c__Subgroup_21;o__Subgroup_21;f__Subgroup_21;g__Subgroup_21;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,00194525253233325;0,00224899183124806;0,00288587514606423;0,00327096060416566;0,00183393513575195;0,00443695523039436
"OTU80";"d__Bacteria;__;__;__;__;__;__";0;0;1;0;0;0;0;0;0,00494199291998177;0,0066952745321063;0,00671010233348677;0,00742837901912412;0,00786554402666949;0,0117227751578998
"OTU81";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_bacterium";0;0;1;0;0;0;1;0;0,00320703795871158;0,00372246923792783;0,00428455083035303;0,00317475588051373;0,00477638217578065;0,00404902471844731
"OTU82";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_delta";0;0;0;0;0;0;0;0;0,00024534716624023;0,000232654327370489;0,000407209376438511;0,000494767150209932;0,000252675507592491;0,000557650110923881
"OTU83";"d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B);__";0;0;0;0;0;1;0;0;0,00164733097332726;0,00217144038879123;0,00191211359371127;0,00204778626059111;0,00655326155175365;0,00391567360496551
"OTU84";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,000595843118011987;0,000853065867025127;0,000761304486385043;0,00111322608797235;0,000529803483661676;0,00138200244881136
"OTU85";"d__Bacteria;p__Chloroflexi;__;__;__;__;__";0;0;0;0;0;0;0;0;0,0000350495951771757;0,0000258504808189432;0;0,0000549741278011036;0,00000815082282556424;0,000181842427475179
"OTU86";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured;__";0;0;0;0;0;0;0;0;0,0012968350215555;0,00175783269568814;0,00276194185758295;0,00162173677013256;0,00120632177818351;0,00263065378414092
"OTU87";"d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;__";0;0;0;0;0;1;0;0;0,000998913462549508;0,000697962982111467;0,000566552175914451;0,00197219683486459;0,000399390318452648;0,00195177538823358
"OTU88";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2;__";0;0;0;1;0;1;0;0;0,000280396761417406;0,000594561058835694;0,000424914131935838;0,000426049490458553;0,000945495447765452;0,000897089308877547
"OTU89";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_Spirochaetaceae";0;0;1;1;0;0;0;0;0,0000876239879429393;0,0000258504808189432;0,0000885237774866329;0,000144307085477897;0,000130413165209028;0,000969826279867619
"OTU90";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__;__";0;0;0;0;0;0;0;0;0,0079387333076303;0,0117361182918002;0,0169611557664389;0,00856222040502189;0,00700970762998525;0,0162203445307859
"OTU91";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__SB-5;__";0;1;0;0;0;0;0;0;0,00112158704566962;0,000542860097197808;0,00131015190680217;0,00107199549212152;0,000872138042335374;0,00172144164676502
"OTU92";"d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade);g__Marinimicrobia_(SAR406_clade);s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,000420595142126108;0,000180953365732603;0,000424914131935838;0,000281742404980656;0,000203770570639106;0,000424298997442083
"OTU93";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiogranum;__";0;0;0;0;0;0;0;0;0,000753566296309278;0,00072381346293041;0,000495733153925144;0,000776509555190588;0,000855836396684245;0,000363684854950357
"OTU94";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_bacterium";0;0;0;0;0;0;0;0;0,00171743016368161;0,000749663943749354;0,00143408519528345;0,00234327219752204;0,00126337753796246;0,00179417861775509
"OTU95";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_bacterium";0;1;0;0;0;0;0;0;0,000455644737303284;0,000206803846551546;0,000159342799475939;0,000467280086309381;0,000146714810860156;0,000884966480379202
