"OTUs";"taxa";"Log_ratio.max";"glmnet_sign.ext.3.T0";"glmnet_sign.ext.3.T1";"glmnet_sign.ext.5.T0";"glmnet_sign.ext.5.T1";"glmnet_sign.ext.10.T0";"glmnet_sign.ext.10.T1";"CAU_T0_1";"CAU_T0_2";"CAU_T0_3";"CAU_T1_1";"CAU_T1_2";"CAU_T1_3"
"OTU21";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zeaxanthinibacter;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00114014544558117;0,000819290981156307;0,00114077116130504;0,000765428161377771;0,000653765690376569;0,00200898937619177
"OTU22";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatitalea;s__uncultured_Desulfobacteraceae";0;0;0;0;0;0;0;0,0165783310735856;0,0215672815039525;0,013118868355008;0,0194865252750757;0,0226529811715481;0,0229842004903296
"OTU23";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;__";0;1;0;1;0;0;1;0,00653272525576236;0,0118686477270211;0,00692067837858392;0,00972731621750917;0,0128138075313808;0,00875102152002179
"OTU24";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__";0;0;0;1;0;1;0;0,00952175520769136;0,00515931888133567;0,00661647273556924;0,0085153882953277;0,00722411087866109;0,00861481885044947
"OTU25";"d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__Heimdallarchaeia;f__Heimdallarchaeia;g__Heimdallarchaeia;s__uncultured_archaeon";0;1;0;0;0;0;0;0,00224947614938987;0,00177143995925688;0,00231956802798692;0,0022324988040185;0,00202667364016736;0,00408608008716971
"OTU26";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__SBR1031;g__SBR1031;s__uncultured_organism";0;0;0;0;0;0;0;0,00708739060766671;0,00493788888642856;0,00562780439577154;0,00373146228671663;0,00372646443514644;0,00653772813947153
"OTU27";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ulvibacter;s__Aureitalea_sp.";0;0;0;0;0;0;0;0,00197214347343769;0,00106286397555413;0,00281390219788577;0,00264710572476479;0,00147097280334728;0,000646962680468537
"OTU28";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus_Thiobios;s__uncultured_sediment";0;0;0;0;0;0;0;0,00274251201774929;0,00239144394499679;0,00250969655487109;0,00322117684579812;0,00405334728033473;0,00241759738490874
"OTU29";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Milano-WF1B-44;f__Milano-WF1B-44;g__Milano-WF1B-44;s__uncultured_gamma";0;0;0;0;0;0;0;0,00252680882534204;0,00272358893735745;0,00220549091185642;0,00232817732419072;0,00385721757322176;0,00136202669572324
"OTU30";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36;g__PHOS-HE36;s__uncultured_bacterium";0;0;1;0;1;1;0;0,00332799211142611;0,00586789486503842;0,00444900752908966;0,00526231860947217;0,00552432008368201;0,00340506673930809
"OTU31";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;__;__;__";0;0;0;0;1;0;1;0,00391347220510292;0,00217001395008968;0,00342231348391513;0,00184978472332961;0,00245162133891213;0,00251974938708799
"OTU32";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__uncultured;__";0;0;0;0;0;0;0;0,00893627511401454;0,00628861185536193;0,00726290972697544;0,0085153882953277;0,00676647489539749;0,00847861618087714
"OTU33";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidetes_VC2.1_Bac22;f__Bacteroidetes_VC2.1_Bac22;g__Bacteroidetes_VC2.1_Bac22;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0,0041908048810551;0,00830362480901663;0,00513347022587269;0,00886620953595918;0,0103948744769874;0,00459684009806592
"OTU34";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;__";0;0;0;0;0;0;0;0,00191051398989276;0,00124000797147982;0,00171115674195756;0,00153085632275554;0,00111140167364017;0,000646962680468537
"OTU35";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__LCP-80;s__uncultured_delta";0;0;0;0;0;0;0;0,00372858375446814;0,00418502690374438;0,00482926458285801;0,00459256896826662;0,00428216527196653;0,00473304276763825
"OTU36";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Woeseiaceae;g__Woeseia;__";0;0;0;0;0;0;0;0,0106002711697276;0,00759504882531388;0,0123203285420945;0,00880242385584436;0,00725679916317992;0,00514165077635522
"OTU37";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__KI89A_clade;f__KI89A_clade;g__KI89A_clade;__";0;0;1;0;1;0;1;0,00194132873166523;0,00155000996434977;0,00266179937637843;0,00204114176367406;0,00124215481171548;0,00119177335875783
"OTU38";"Unassigned;__;__;__;__;__;__";0;0;0;0;0;0;0;0,000554665351904351;0,000686432984212041;0,000228154232261008;0,00022324988040185;0,00042494769874477;0,000578861345682375
"OTU39";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Lentimicrobiaceae;g__Lentimicrobiaceae;s__uncultured_Bacteroidetes";0;0;0;0;0;0;0;0,00348206582028843;0,00686432984212041;0,00418282759145182;0,0049433902088981;0,0078125;0,00340506673930809
"OTU40";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00252680882534204;0,00236930094550608;0,00212943950110275;0,00181789188327221;0,00232086820083682;0,00255380005448107
"OTU41";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__B2M28;f__B2M28;g__B2M28;__";0;0;0;0;0;0;0;0,00274251201774929;0,00312216292819025;0,00399269906456765;0,00430553340774996;0,00415141213389121;0,00265595205666031
"OTU42";"d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;__";0;0;0;0;0;0;0;0,00191051398989276;0,00172715396027546;0,0026237736710016;0,00229628448413331;0,00101333682008368;0,00139607736311632
"OTU43";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thioalkalivibrio";0;0;0;0;0;0;0;0,00117096018735363;0,00148358096587764;0,00110274545592821;0,00194546324350183;0,00183054393305439;0,00119177335875783
"OTU44";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__SEEP-SRB1;__";0;1;0;1;0;0;1;0,00714902009121164;0,00518146188082638;0,00817552665601947;0,00755860309360549;0,00601464435146444;0,00844456551348406
"OTU45";"d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;__;__";0;0;0;0;0;0;0;0,00791938863552323;0,0195079825513164;0,00665449844094608;0,0122787434221017;0,0164422071129707;0,00939798420049033
"OTU46";"d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;__";0;0;0;0;0;0;0;0,000493035868359423;0,00044285998981422;0,000608411286029356;0,00105246372189443;0,000457635983263598;0,000510760010896214
"OTU47";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;s__uncultured_euryarchaeote";0;1;0;1;0;0;1;0,00255762356711451;0,00115143597351697;0,00228154232261008;0,00328496252591293;0,00173247907949791;0,00623127213293381
"OTU48";"d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__;__";0;0;0;0;0;0;0;0,00123258967089856;0,000553574987267775;0,00110274545592821;0,000510285440918514;0,000555700836820084;0,00555025878507219
"OTU49";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;s__Candidatus_Thiodiazotropha";0;0;0;0;0;0;0;0,00274251201774929;0,00294501893226456;0,00281390219788577;0,00216871312390368;0,00297463389121339;0,00245164805230183
"OTU50";"d__Bacteria;p__Sva0485;c__Sva0485;o__Sva0485;f__Sva0485;g__Sva0485;__";0;1;0;0;0;0;0;0,00360532478737828;0,00385288191138372;0,00323218495703095;0,00529421144952958;0,00434754184100418;0,00531190411332062
"OTU51";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidetes_BD2-2;g__Bacteroidetes_BD2-2;s__uncultured_Bacteroidetes/Chlorobi";0;0;0;0;0;0;0;0,00126340441267102;0,00214787095059897;0,00129287398281238;0,00102057088183703;0,00189592050209205;0,00136202669572324
"OTU52";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__uncultured;g__uncultured;__";0;0;1;0;1;0;1;0,00893627511401454;0,00626646885587122;0,00790934671838163;0,0040184978472333;0,00444560669456067;0,00667393080904386
"OTU53";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__uncultured;f__uncultured;g__uncultured;__";0;1;0;1;0;1;0;0,00157155183039566;0,00130643696995195;0,00171115674195756;0,00261521288470738;0,00281119246861925;0,00180468537183329
"OTU54";"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;__";0;0;0;0;0;0;0;0,00104770122026377;0,000996434977081995;0,00102669404517454;0,00204114176367406;0,00101333682008368;0,00074911468264778
"OTU55";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00206458769875508;0,00294501893226456;0,00190128526884174;0,00258332004464998;0,00225549163179916;0,00272405339144647
"OTU56";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae;g__uncultured;__";0;0;0;0;0;0;0;0,00363613952915075;0,00323287792564381;0,00380257053768347;0,00430553340774996;0,00451098326359833;0,00279215472623263
"OTU57";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Eudoraea;__";0;0;0;0;0;0;0;0,00160236657216813;0,00112929297402626;0,00121682257205871;0,00143517780258332;0,000719142259414226;0,0016003813674748
"OTU58";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fulvivirga;s__uncultured_Bacteroidetes";0;1;0;0;0;0;0;0,000369776901269567;0,000420716990323509;0,000494334169898852;0,00114814224206666;0,000751830543933054;0,000340506673930809
"OTU59";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__bacterium_enrichment";0;0;0;0;0;0;0;0,000708739060766671;0,00101857797657271;0,000456308464522017;0,000733535321320364;0,000784518828451883;0,000851266684827023
"OTU60";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00505361765068409;0,00670932884568544;0,00425887900220549;0,00484771168872588;0,00330151673640167;0,00544810678289294
"OTU61";"d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__Chloroplast;g__Chloroplast;__";0;0;0;0;0;0;0;0,00773450018488845;0,00484931688846571;0,00684462696783025;0,00870674533567214;0,00523012552301255;0,0066058294742577
"OTU62";"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__";0;0;0;0;0;0;0;0,0163318131394059;0,00746219082836961;0,0196973153852004;0,012693350342848;0,00777981171548117;0,00520975211114138
"OTU63";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Candidatus_Thiodiazotropha;__";0;0;0;0;0;0;0;0,000616294835449279;0,0129093687030845;0,000608411286029356;0,000924892361664806;0,00084989539748954;0,000306456006537728
"OTU64";"d__Eukaryota;__;__;__;__;__;__";0;0;0;0;0;0;0;0;0;0;0;0;0
"OTU65";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calditrichaceae;__";0;0;0;0;0;0;0;0,0037593984962406;0,0032107349261531;0,00224351661723325;0,00344442672619997;0,00346495815899582;0,00449468809588668
"OTU66";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured;s__uncultured_sediment";0;0;0;0;0;0;0;0,00166399605571305;0,000730718983193463;0,00155905392045022;0,00184978472332961;0,00120946652719665;0,000510760010896214
"OTU67";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;__";0;0;0;0;0;0;0;0,00437569333168988;0,00150572396536835;0,00475321317210434;0,00169032052304258;0,00284388075313808;0,000817216017433942
"OTU68";"d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_archaeon";0;0;0;0;0;0;0;0,00382102797978553;0,000597860986249197;0,00311810784090045;0,00197735608355924;0,000817207112970711;0,00490329610460365
"OTU69";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;__;__";0;0;0;0;0;0;0;0,0026500677924319;0,00166072496180333;0,00216746520647958;0,0017859990432148;0,00199398535564854;0,0028602560610188
"OTU70";"d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;__;__;__";0;0;0;0;0;0;0;0,00690250215703192;0,0131750846969731;0,00528557304738003;0,00774996013394993;0,0103948744769874;0,0117474802506129
"OTU71";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;__";0;0;0;0;1;1;0;0,00126340441267102;0,000708575983702752;0,0017491824473344;0,00124382076223888;0,000719142259414226;0,000646962680468537
"OTU72";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Calorithrix;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00126340441267102;0,00150572396536835;0,000988668339797703;0,00102057088183703;0,00130753138075314;0,00146417869790248
"OTU73";"d__Bacteria;p__Bacteroidota;c__Kryptonia;o__Kryptoniales;f__BSV26;g__BSV26;__";0;0;0;0;1;1;0;0,00104770122026377;0,00197072695467328;0,00133089968818922;0,000892999521607399;0,00104602510460251;0,00146417869790248
"OTU74";"d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__uncultured;__";0;0;0;0;0;0;0;0,000616294835449279;0,000575717986758486;0,000494334169898852;0,00245574868442035;0,000326882845188285;0,000612912013075456
"OTU75";"d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__ADurb.Bin120;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00114014544558117;0,000531431987777064;0,000950642634420869;0,000510285440918514;0,000196129707112971;0,00132797602833016
"OTU76";"d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__Woesearchaeales;g__Woesearchaeales;__";0;0;0;1;0;0;1;0,0168248490077653;0,0248665884280685;0,0162750019012853;0,0206984531972572;0,030105910041841;0,0211795151184963
"OTU77";"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Thermoplasmatales";0;0;1;0;0;0;0;0,00120177492912609;0,000974291977591284;0,000874591223667199;0,000733535321320364;0,000686453974895397;0,000919368019613184
"OTU78";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;__";0;0;1;0;1;1;0;0,00237273511647972;0,00115143597351697;0,00197733667959541;0,00137139212246851;0,00084989539748954;0,00292835739580496
"OTU79";"d__Bacteria;p__Acidobacteriota;c__Subgroup_21;o__Subgroup_21;f__Subgroup_21;g__Subgroup_21;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00348206582028843;0,00591218086401984;0,00399269906456765;0,00389092648700367;0,00477248953974895;0,00507354944156905
"OTU80";"d__Bacteria;__;__;__;__;__;__";0;0;0;0;0;0;0;0,0122334524836682;0,012333650716326;0,013118868355008;0,0140966353053739;0,012584989539749;0,0141310269681286
"OTU81";"d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_bacterium";0;0;0;0;1;0;1;0,00308147417724639;0,00387502491087443;0,00269982508175527;0,00229628448413331;0,0026477510460251;0,00282620539362571
"OTU82";"d__Bacteria;p__Calditrichota;c__Calditrichia;o__Calditrichales;f__Calditrichaceae;g__Caldithrix;s__uncultured_delta";0;0;1;0;1;1;0;0,00169481079748552;0,00179358295874759;0,00121682257205871;0,000829213841492585;0,000784518828451883;0,00217924271315718
"OTU83";"d__Bacteria;p__SAR324_clade(Marine_group_B);c__SAR324_clade(Marine_group_B);o__SAR324_clade(Marine_group_B);f__SAR324_clade(Marine_group_B);g__SAR324_clade(Marine_group_B);__";0;0;0;0;0;0;0;0,00357451004560582;0,0062443258563805;0,00376454483230664;0,004464997608037;0,00467442468619247;0,00429038409152819
"OTU84";"d__Bacteria;p__Latescibacterota;c__Latescibacteria;o__Latescibacterales;f__Latescibacteraceae;g__Latescibacteraceae;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00206458769875508;0,00223644294856181;0,00209141379572591;0,00299792696539627;0,00212473849372385;0,00207709071097794
"OTU85";"d__Bacteria;p__Chloroflexi;__;__;__;__;__";0;0;0;0;0;0;0;0,000030814741772464;0,000044285998981422;0;0;0,0000326882845188284;0,0000681013347861618
"OTU86";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured;__";0;0;0;0;0;0;0;0,00280414150129422;0,0030114479307367;0,00311810784090045;0,0027108914048796;0,00300732217573222;0,00279215472623263
"OTU87";"d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantales;g__Aminicenantales;__";0;0;0;0;0;0;0;0,00366695427092321;0,00205929895263612;0,0027378507871321;0,00347631956625738;0,00228817991631799;0,00326886406973577
"OTU88";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta_2;__";0;0;0;0;0;0;0;0,000924442253173918;0,00205929895263612;0,00079853981291353;0,000829213841492585;0,00238624476987448;0,0014301280305094
"OTU89";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_Spirochaetaceae";0;0;0;0;0;0;0;0,00120177492912609;0,00248001594295963;0,00155905392045022;0,00153085632275554;0,00313807531380753;0,0014301280305094
"OTU90";"d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;__;__";0;0;1;0;1;0;1;0,0125107851596204;0,0224308584840903;0,0160468476690243;0,0135863498644554;0,0183054393305439;0,0131435576137292
"OTU91";"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__SB-5;g__SB-5;__";0;0;0;0;0;0;0;0,0022186614076174;0,00170501096078475;0,00155905392045022;0,00162653484292776;0,00156903765690377;0,00194088804140561
"OTU92";"d__Bacteria;p__Marinimicrobia_(SAR406_clade);c__Marinimicrobia_(SAR406_clade);o__Marinimicrobia_(SAR406_clade);f__Marinimicrobia_(SAR406_clade);g__Marinimicrobia_(SAR406_clade);s__uncultured_bacterium";0;1;0;1;0;0;1;0,000924442253173918;0,000509288988286353;0,00072248840215986;0,00169032052304258;0,00160172594142259;0,00122582402615091
"OTU93";"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Thiogranum;__";0;0;0;0;0;0;0;0,000986071736718846;0,000730718983193463;0,00079853981291353;0,00118003508212406;0,00156903765690377;0,00074911468264778
"OTU94";"d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Spirochaeta;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00323554788610871;0,00170501096078475;0,00239561943874059;0,00165842768298517;0,00215742677824268;0,00350721874148733
"OTU95";"d__Bacteria;p__Cloacimonadota;c__Cloacimonadia;o__Cloacimonadales;f__MSBL8;g__MSBL8;s__uncultured_bacterium";0;0;0;0;0;0;0;0,00172562553925798;0,00279001793582959;0,00171115674195756;0,00118003508212406;0,00274581589958159;0,00204304004358485
"OTU96";"d__Archaea;p__Crenarchaeota;c__Bathyarchaeia;o__Bathyarchaeia;f__Bathyarchaeia;g__Bathyarchaeia;s__uncultured_eukaryote";0;0;0;1;0;0;1;0,000585480093676815;0,000287858993379243;0,000532359875275686;0,000892999521607399;0,000392259414225941;0,00132797602833016
